"subjects"	"S"	"prime"	"R"	"rt"
"3541"	"1"	"dog"	"WOOF"	"dog"	0.491058468080089
"2797"	"1"	"dog"	"MEOW"	"dog"	0.426558611012212
"3061"	"1"	"dog"	"WOOF"	"dog"	0.456559464121491
"2665"	"1"	"cat"	"WOOF"	"dog"	0.331048739409392
"3913"	"1"	"cat"	"WOOF"	"cat"	0.438955639154863
"901"	"1"	"dog"	"WOOF"	"cat"	0.340378848653703
"805"	"1"	"dog"	"WOOF"	"cat"	0.249462859296833
"3685"	"1"	"dog"	"WOOF"	"dog"	0.445989882566941
"2929"	"1"	"cat"	"MEOW"	"cat"	0.744321772705067
"5041"	"1"	"cat"	"MEOW"	"cat"	0.905832333902048
"3145"	"1"	"cat"	"WOOF"	"cat"	0.330490713193058
"769"	"1"	"cat"	"MEOW"	"dog"	0.458702357229594
"3109"	"1"	"dog"	"WOOF"	"dog"	0.628648033120423
"1261"	"1"	"dog"	"MEOW"	"dog"	0.560663364242121
"3853"	"1"	"dog"	"MEOW"	"dog"	0.384563221266504
"5425"	"1"	"cat"	"MEOW"	"cat"	0.292636626382919
"2305"	"1"	"cat"	"MEOW"	"cat"	0.542537560619172
"1465"	"1"	"cat"	"WOOF"	"cat"	0.231396678005749
"4369"	"1"	"cat"	"MEOW"	"dog"	1.06928784547716
"3181"	"1"	"dog"	"MEOW"	"dog"	0.939546941208322
"5485"	"1"	"dog"	"MEOW"	"dog"	0.262237916629535
"2221"	"1"	"dog"	"MEOW"	"dog"	0.363913575243183
"193"	"1"	"cat"	"MEOW"	"dog"	0.327132083457084
"1633"	"1"	"cat"	"MEOW"	"dog"	0.243018194753281
"853"	"1"	"dog"	"WOOF"	"dog"	0.376953863266006
"529"	"1"	"cat"	"MEOW"	"cat"	0.258006940513339
"1141"	"1"	"dog"	"WOOF"	"cat"	0.221119458284357
"949"	"1"	"dog"	"WOOF"	"dog"	0.420560236569875
"5365"	"1"	"dog"	"WOOF"	"cat"	0.34798645475599
"2521"	"1"	"cat"	"WOOF"	"cat"	0.356468681869437
"3553"	"1"	"cat"	"MEOW"	"cat"	0.414887435223713
"3757"	"1"	"dog"	"MEOW"	"dog"	0.302367321544269
"2425"	"1"	"cat"	"WOOF"	"cat"	0.260660824089807
"1753"	"1"	"cat"	"WOOF"	"cat"	0.236174252638699
"4201"	"1"	"cat"	"WOOF"	"cat"	0.225441945318435
"265"	"1"	"cat"	"WOOF"	"cat"	0.568918767293962
"3325"	"1"	"dog"	"MEOW"	"dog"	0.284179227287232
"4609"	"1"	"cat"	"MEOW"	"dog"	0.309151495398251
"2449"	"1"	"cat"	"MEOW"	"dog"	0.241210687917717
"2977"	"1"	"cat"	"MEOW"	"cat"	0.403744331451209
"1213"	"1"	"dog"	"MEOW"	"dog"	0.238637006759267
"3901"	"1"	"dog"	"MEOW"	"dog"	0.489651228272082
"997"	"1"	"dog"	"WOOF"	"cat"	0.556631947833847
"1489"	"1"	"cat"	"MEOW"	"cat"	0.845336638096801
"4141"	"1"	"dog"	"MEOW"	"dog"	0.519194653321898
"4153"	"1"	"cat"	"WOOF"	"cat"	0.235043599995174
"721"	"1"	"cat"	"MEOW"	"dog"	0.281683948465938
"1441"	"1"	"cat"	"MEOW"	"dog"	0.393136712882438
"2258"	"2"	"cat"	"MEOW"	"cat"	0.250379878395784
"4874"	"2"	"cat"	"WOOF"	"dog"	0.451081288764573
"1034"	"2"	"cat"	"WOOF"	"dog"	0.279498177712647
"3542"	"2"	"dog"	"WOOF"	"dog"	0.290698603118785
"2918"	"2"	"dog"	"WOOF"	"cat"	0.267848571159416
"2498"	"2"	"cat"	"MEOW"	"dog"	0.239145347450364
"4502"	"2"	"dog"	"WOOF"	"cat"	0.330985295162012
"5090"	"2"	"cat"	"MEOW"	"dog"	0.418864721999022
"410"	"2"	"cat"	"WOOF"	"cat"	0.305396991124503
"1610"	"2"	"cat"	"WOOF"	"cat"	0.283701288087372
"1106"	"2"	"cat"	"MEOW"	"cat"	0.380945167322218
"1970"	"2"	"cat"	"MEOW"	"cat"	0.237427687069696
"1454"	"2"	"dog"	"MEOW"	"cat"	0.289089339349032
"1298"	"2"	"cat"	"MEOW"	"cat"	0.256323213930214
"3866"	"2"	"cat"	"WOOF"	"cat"	0.241174755148539
"5474"	"2"	"cat"	"MEOW"	"cat"	0.222188829339907
"1118"	"2"	"dog"	"MEOW"	"cat"	0.476576321033774
"878"	"2"	"dog"	"MEOW"	"dog"	0.329682479235301
"4106"	"2"	"cat"	"WOOF"	"dog"	0.667919074858356
"1550"	"2"	"dog"	"MEOW"	"dog"	0.402453481520705
"2846"	"2"	"dog"	"MEOW"	"dog"	0.448500322885747
"5210"	"2"	"cat"	"WOOF"	"cat"	0.218299167132963
"2126"	"2"	"dog"	"MEOW"	"cat"	0.66125509682413
"5246"	"2"	"dog"	"MEOW"	"dog"	0.253442035397315
"3806"	"2"	"dog"	"MEOW"	"dog"	0.413829588322187
"5054"	"2"	"dog"	"MEOW"	"dog"	0.584486815508748
"4130"	"2"	"cat"	"MEOW"	"dog"	0.59011881826895
"3410"	"2"	"cat"	"MEOW"	"dog"	0.33699391469137
"2774"	"2"	"dog"	"WOOF"	"dog"	0.372169520966209
"4406"	"2"	"dog"	"WOOF"	"dog"	0.438794474000234
"5078"	"2"	"dog"	"WOOF"	"cat"	0.373992715785789
"1502"	"2"	"dog"	"MEOW"	"dog"	0.315369759175752
"5510"	"2"	"dog"	"WOOF"	"dog"	0.340869346934947
"5486"	"2"	"dog"	"MEOW"	"cat"	0.25092885539251
"3794"	"2"	"cat"	"MEOW"	"cat"	0.271021726213236
"4286"	"2"	"dog"	"MEOW"	"dog"	0.270649837082872
"902"	"2"	"dog"	"WOOF"	"dog"	0.33393005956862
"1682"	"2"	"cat"	"MEOW"	"dog"	0.311397626519628
"914"	"2"	"cat"	"MEOW"	"dog"	0.30328246606477
"3554"	"2"	"cat"	"MEOW"	"cat"	0.295088077317006
"2102"	"2"	"dog"	"WOOF"	"cat"	0.441663967163294
"1358"	"2"	"dog"	"MEOW"	"dog"	0.275536799052647
"5450"	"2"	"cat"	"WOOF"	"cat"	0.371734005453687
"4970"	"2"	"cat"	"WOOF"	"cat"	0.248768141384459
"818"	"2"	"cat"	"MEOW"	"cat"	0.256344339052949
"1874"	"2"	"cat"	"MEOW"	"cat"	0.300507323410675
"2690"	"2"	"cat"	"MEOW"	"cat"	0.559409283674961
"3026"	"2"	"cat"	"MEOW"	"dog"	0.209638738452944
"4322"	"2"	"cat"	"MEOW"	"dog"	0.456297941784635
"5306"	"2"	"cat"	"WOOF"	"cat"	0.323121446707646
"4526"	"2"	"dog"	"MEOW"	"cat"	0.400313690872332
"2558"	"2"	"dog"	"MEOW"	"cat"	0.274222279817058
"3002"	"2"	"cat"	"WOOF"	"cat"	0.288257832653864
"1370"	"2"	"cat"	"WOOF"	"dog"	0.432539398596819
"26"	"2"	"cat"	"WOOF"	"cat"	0.229814276700194
"4706"	"2"	"cat"	"MEOW"	"dog"	0.213582428998412
"3374"	"2"	"dog"	"MEOW"	"cat"	0.572411333488927
"2570"	"2"	"cat"	"WOOF"	"cat"	0.327226684986925
"3722"	"2"	"cat"	"WOOF"	"dog"	0.509860027615678
"3650"	"2"	"cat"	"MEOW"	"cat"	0.608849149933991
"5186"	"2"	"cat"	"MEOW"	"cat"	0.248429231319025
"1406"	"2"	"dog"	"MEOW"	"dog"	0.255298117592932
"1094"	"2"	"dog"	"WOOF"	"cat"	0.239271429339248
"5222"	"2"	"dog"	"WOOF"	"dog"	0.428402688205883
"1730"	"2"	"cat"	"MEOW"	"dog"	0.654554735261553
"1382"	"2"	"dog"	"WOOF"	"dog"	0.64339511614686
"1538"	"2"	"cat"	"MEOW"	"dog"	0.315897853875843
"2018"	"2"	"cat"	"MEOW"	"dog"	0.499203431554604
"1838"	"2"	"dog"	"MEOW"	"dog"	0.249300732133235
"2450"	"2"	"cat"	"MEOW"	"cat"	0.582226027005414
"722"	"2"	"cat"	"MEOW"	"dog"	0.350296189484654
"4418"	"2"	"cat"	"MEOW"	"cat"	0.831798726871284
"2834"	"2"	"cat"	"MEOW"	"cat"	0.742195446557012
"1586"	"2"	"cat"	"MEOW"	"cat"	0.340353277483421
"2930"	"2"	"cat"	"MEOW"	"dog"	0.412606419387552
"4994"	"2"	"cat"	"MEOW"	"dog"	0.240032894650758
"4514"	"2"	"cat"	"MEOW"	"cat"	0.500750508331139
"1574"	"2"	"dog"	"WOOF"	"cat"	0.427737651648882
"2030"	"2"	"dog"	"MEOW"	"dog"	0.80778158440294
"2306"	"2"	"cat"	"MEOW"	"cat"	0.308776856036901
"4094"	"2"	"dog"	"MEOW"	"dog"	0.286684151190769
"3314"	"2"	"cat"	"MEOW"	"cat"	0.311938269843173
"146"	"2"	"cat"	"MEOW"	"cat"	0.38793056834189
"5366"	"2"	"dog"	"WOOF"	"cat"	0.229153501960245
"2"	"2"	"cat"	"MEOW"	"cat"	0.515839974978025
"4262"	"2"	"dog"	"WOOF"	"dog"	0.383526922781884
"5426"	"2"	"cat"	"MEOW"	"cat"	0.245498307105956
"794"	"2"	"cat"	"WOOF"	"cat"	0.217071494556861
"3062"	"2"	"dog"	"WOOF"	"dog"	0.351660615451106
"566"	"2"	"dog"	"WOOF"	"cat"	0.539026003542128
"2054"	"2"	"dog"	"WOOF"	"cat"	0.203998618056488
"4298"	"2"	"cat"	"WOOF"	"cat"	0.312697071390398
"3926"	"2"	"dog"	"WOOF"	"dog"	0.250857502192412
"1466"	"2"	"cat"	"WOOF"	"cat"	0.214114237129187
"2222"	"2"	"dog"	"MEOW"	"cat"	0.318130833450132
"2282"	"2"	"cat"	"WOOF"	"cat"	0.546531068781792
"2894"	"2"	"dog"	"MEOW"	"dog"	1.05779324800082
"3662"	"2"	"dog"	"MEOW"	"dog"	0.250209872039066
"950"	"2"	"dog"	"WOOF"	"cat"	0.270204333820727
"1070"	"2"	"dog"	"MEOW"	"dog"	0.329537211726874
"662"	"2"	"dog"	"WOOF"	"dog"	0.225808640138409
"38"	"2"	"dog"	"WOOF"	"dog"	0.383542822298755
"326"	"2"	"dog"	"WOOF"	"dog"	0.600663305018983
"4934"	"2"	"dog"	"WOOF"	"dog"	0.473628474268801
"2666"	"2"	"cat"	"WOOF"	"cat"	0.441098062904394
"1490"	"2"	"cat"	"MEOW"	"cat"	0.269280548754052
"3386"	"2"	"cat"	"WOOF"	"cat"	0.59533800549204
"2366"	"2"	"dog"	"MEOW"	"dog"	0.232642167848314
"3854"	"2"	"dog"	"MEOW"	"dog"	0.349079985933818
"2882"	"2"	"cat"	"MEOW"	"cat"	0.482984575526136
"2750"	"2"	"dog"	"MEOW"	"cat"	0.210625424412749
"3590"	"2"	"dog"	"WOOF"	"cat"	0.262900474640493
"1994"	"2"	"cat"	"WOOF"	"cat"	0.26650376955228
"1646"	"2"	"dog"	"MEOW"	"dog"	0.355699987847166
"2342"	"2"	"dog"	"WOOF"	"cat"	0.247979755021981
"974"	"2"	"dog"	"MEOW"	"dog"	0.298802698974661
"3986"	"2"	"cat"	"MEOW"	"cat"	0.259113897460139
"3218"	"2"	"cat"	"MEOW"	"cat"	0.490182098612811
"1178"	"2"	"cat"	"WOOF"	"cat"	0.26278736713831
"2150"	"2"	"dog"	"WOOF"	"dog"	0.501844530834729
"3890"	"2"	"cat"	"MEOW"	"cat"	0.648405632932334
"2546"	"2"	"cat"	"MEOW"	"cat"	0.2927831120987
"5282"	"2"	"cat"	"MEOW"	"cat"	0.389380386326737
"4694"	"2"	"dog"	"WOOF"	"cat"	0.293854592192488
"3014"	"2"	"dog"	"WOOF"	"dog"	0.231452933072212
"398"	"2"	"dog"	"MEOW"	"dog"	0.403926565660563
"2510"	"2"	"dog"	"MEOW"	"dog"	0.248477945336285
"4574"	"2"	"dog"	"MEOW"	"dog"	0.273452229841277
"4442"	"2"	"cat"	"WOOF"	"cat"	0.236104441661229
"2702"	"2"	"dog"	"MEOW"	"dog"	0.320615703082213
"422"	"2"	"dog"	"WOOF"	"dog"	0.306202311049555
"1142"	"2"	"dog"	"WOOF"	"dog"	0.334327916555365
"1886"	"2"	"dog"	"MEOW"	"dog"	0.33444364347625
"5414"	"2"	"dog"	"WOOF"	"cat"	0.414211653674814
"3290"	"2"	"cat"	"WOOF"	"dog"	0.321169038808579
"5018"	"2"	"cat"	"WOOF"	"cat"	0.439147375094577
"686"	"2"	"dog"	"MEOW"	"dog"	0.31857141513191
"2378"	"2"	"cat"	"WOOF"	"cat"	0.262479293686063
"4466"	"2"	"cat"	"MEOW"	"cat"	0.281063310943222
"4022"	"2"	"dog"	"WOOF"	"dog"	0.282875442504161
"1346"	"2"	"cat"	"MEOW"	"cat"	0.285291595192457
"3686"	"2"	"dog"	"WOOF"	"dog"	0.373920984280829
"4142"	"2"	"dog"	"MEOW"	"dog"	0.290449540238358
"362"	"2"	"cat"	"WOOF"	"cat"	0.280609228833305
"4154"	"2"	"cat"	"WOOF"	"cat"	0.226149992474688
"746"	"2"	"cat"	"WOOF"	"cat"	0.2340790814832
"290"	"2"	"cat"	"MEOW"	"cat"	0.407945157988953
"218"	"2"	"cat"	"WOOF"	"cat"	0.273553153701831
"4778"	"2"	"cat"	"WOOF"	"dog"	0.250383630172334
"1802"	"2"	"cat"	"WOOF"	"cat"	0.200565516130033
"2114"	"2"	"cat"	"MEOW"	"cat"	0.252437191277944
"2294"	"2"	"dog"	"WOOF"	"cat"	0.213110949576008
"4922"	"2"	"cat"	"WOOF"	"dog"	0.345445946022523
"3914"	"2"	"cat"	"WOOF"	"dog"	0.248769626236405
"866"	"2"	"cat"	"MEOW"	"cat"	0.4642059158513
"98"	"2"	"cat"	"MEOW"	"cat"	0.273479066375646
"2078"	"2"	"dog"	"MEOW"	"dog"	0.26445666365798
"4958"	"2"	"dog"	"MEOW"	"cat"	0.240335901521557
"5150"	"2"	"dog"	"MEOW"	"dog"	0.385382617625965
"1670"	"2"	"dog"	"WOOF"	"dog"	0.59036774692252
"4478"	"2"	"dog"	"MEOW"	"cat"	0.269141845312686
"1394"	"2"	"cat"	"MEOW"	"cat"	0.234704721190164
"2954"	"2"	"cat"	"WOOF"	"cat"	0.270646361637828
"3734"	"2"	"dog"	"WOOF"	"cat"	0.231628173957664
"806"	"2"	"dog"	"WOOF"	"dog"	0.343087406866146
"4598"	"2"	"dog"	"WOOF"	"dog"	0.510867735614249
"2534"	"2"	"dog"	"WOOF"	"dog"	0.311749192723567
"1430"	"2"	"dog"	"WOOF"	"cat"	0.246039423391177
"4766"	"2"	"dog"	"MEOW"	"dog"	0.285912434705398
"3698"	"2"	"cat"	"MEOW"	"dog"	0.32160343012514
"134"	"2"	"dog"	"WOOF"	"dog"	0.496134644563083
"3494"	"2"	"dog"	"WOOF"	"dog"	0.302596531993144
"3878"	"2"	"dog"	"WOOF"	"cat"	0.258205104906316
"854"	"2"	"dog"	"WOOF"	"dog"	0.283456979441342
"1526"	"2"	"dog"	"WOOF"	"cat"	0.220532196231088
"5318"	"2"	"dog"	"WOOF"	"dog"	0.30933936202359
"4862"	"2"	"dog"	"MEOW"	"cat"	0.477843732149939
"3782"	"2"	"dog"	"WOOF"	"cat"	0.378184187885002
"5138"	"2"	"cat"	"MEOW"	"dog"	0.299257542651619
"4454"	"2"	"dog"	"WOOF"	"dog"	0.621828371865385
"3614"	"2"	"dog"	"MEOW"	"dog"	0.295782898847714
"4670"	"2"	"dog"	"MEOW"	"cat"	0.812137129945281
"1754"	"2"	"cat"	"WOOF"	"cat"	0.218607974300366
"4118"	"2"	"dog"	"WOOF"	"dog"	0.88915407464561
"3434"	"2"	"cat"	"WOOF"	"cat"	0.453440217354173
"338"	"2"	"cat"	"MEOW"	"dog"	0.34618073898784
"1046"	"2"	"dog"	"WOOF"	"cat"	0.389344710659071
"542"	"2"	"dog"	"MEOW"	"dog"	0.265243599629604
"374"	"2"	"dog"	"WOOF"	"cat"	0.251077464116141
"614"	"2"	"dog"	"WOOF"	"cat"	0.320239234286759
"1862"	"2"	"dog"	"WOOF"	"dog"	0.244726822657464
"1982"	"2"	"dog"	"MEOW"	"dog"	0.448548415372105
"1226"	"2"	"cat"	"WOOF"	"cat"	0.553510563168404
"2522"	"2"	"cat"	"WOOF"	"dog"	0.27414103675185
"350"	"2"	"dog"	"MEOW"	"cat"	0.345167620578015
"1478"	"2"	"dog"	"WOOF"	"cat"	0.401041670193239
"1310"	"2"	"dog"	"MEOW"	"dog"	0.272736993872956
"2318"	"2"	"dog"	"MEOW"	"dog"	0.297801396650091
"4034"	"2"	"cat"	"MEOW"	"cat"	0.24795615640054
"206"	"2"	"dog"	"MEOW"	"dog"	0.501077229667336
"302"	"2"	"dog"	"MEOW"	"dog"	0.263565563523271
"2822"	"2"	"dog"	"WOOF"	"cat"	0.26569233314244
"3398"	"2"	"dog"	"WOOF"	"cat"	0.258239549400695
"1322"	"2"	"cat"	"WOOF"	"cat"	0.388557933159796
"1202"	"2"	"cat"	"MEOW"	"dog"	0.252961181434246
"110"	"2"	"dog"	"MEOW"	"dog"	0.228765932259721
"4826"	"2"	"cat"	"WOOF"	"cat"	0.23809527294667
"4274"	"2"	"cat"	"MEOW"	"cat"	0.575728705610924
"830"	"2"	"dog"	"MEOW"	"cat"	0.357674979413907
"2402"	"2"	"cat"	"MEOW"	"cat"	0.280805298542304
"5330"	"2"	"cat"	"MEOW"	"dog"	0.266117070125358
"4562"	"2"	"cat"	"MEOW"	"cat"	0.341523786579414
"3254"	"2"	"dog"	"WOOF"	"cat"	0.241480702837632
"158"	"2"	"dog"	"MEOW"	"dog"	0.319059075540626
"3194"	"2"	"cat"	"WOOF"	"cat"	0.321862696882877
"4634"	"2"	"cat"	"WOOF"	"cat"	0.23105124455988
"1898"	"2"	"cat"	"WOOF"	"cat"	0.526166881357115
"5198"	"2"	"dog"	"MEOW"	"dog"	0.352932274875206
"2630"	"2"	"dog"	"WOOF"	"cat"	0.264755758130463
"3770"	"2"	"cat"	"WOOF"	"cat"	0.31118842403358
"5378"	"2"	"cat"	"MEOW"	"cat"	0.422202730274658
"2990"	"2"	"dog"	"MEOW"	"dog"	0.472133908133338
"3602"	"2"	"cat"	"MEOW"	"dog"	0.298180030548318
"3170"	"2"	"cat"	"MEOW"	"dog"	0.498479273029558
"4370"	"2"	"cat"	"MEOW"	"cat"	0.418398674460953
"5270"	"2"	"dog"	"WOOF"	"cat"	0.221163236191876
"4802"	"2"	"cat"	"MEOW"	"cat"	0.598802165273504
"650"	"2"	"cat"	"WOOF"	"cat"	0.406550775521549
"2870"	"2"	"dog"	"WOOF"	"dog"	0.507439681942955
"1238"	"2"	"dog"	"WOOF"	"cat"	0.24114415721839
"638"	"2"	"dog"	"MEOW"	"cat"	0.230820266608367
"2762"	"2"	"cat"	"WOOF"	"cat"	0.346793053948116
"4742"	"2"	"dog"	"WOOF"	"cat"	0.304396073526562
"1130"	"2"	"cat"	"WOOF"	"cat"	0.77472084994178
"1910"	"2"	"dog"	"WOOF"	"dog"	0.82741950350455
"3134"	"2"	"dog"	"MEOW"	"dog"	0.266442957379355
"494"	"2"	"dog"	"MEOW"	"cat"	0.350695262921951
"4046"	"2"	"dog"	"MEOW"	"dog"	0.262992115053964
"3206"	"2"	"dog"	"WOOF"	"dog"	0.509242000042262
"1442"	"2"	"cat"	"MEOW"	"cat"	0.278371637113585
"446"	"2"	"dog"	"MEOW"	"dog"	0.413504070785858
"3842"	"2"	"cat"	"MEOW"	"cat"	0.427686650875729
"3122"	"2"	"cat"	"MEOW"	"cat"	0.28254045888532
"782"	"2"	"dog"	"MEOW"	"dog"	0.234059369048112
"2246"	"2"	"dog"	"WOOF"	"cat"	0.274346699150372
"14"	"2"	"dog"	"MEOW"	"dog"	0.376798264924609
"674"	"2"	"cat"	"MEOW"	"cat"	0.37376814432371
"314"	"2"	"cat"	"WOOF"	"cat"	0.379348070303584
"4910"	"2"	"dog"	"MEOW"	"dog"	0.389770346625668
"3974"	"2"	"dog"	"WOOF"	"cat"	0.201376390741347
"5462"	"2"	"dog"	"WOOF"	"dog"	0.354571892315027
"2582"	"2"	"dog"	"WOOF"	"cat"	0.244875886861856
"4010"	"2"	"cat"	"WOOF"	"cat"	0.269547066047136
"86"	"2"	"dog"	"WOOF"	"cat"	0.613181471949523
"230"	"2"	"dog"	"WOOF"	"dog"	1.14093044515976
"1934"	"2"	"dog"	"MEOW"	"cat"	0.369425783342467
"3338"	"2"	"cat"	"WOOF"	"cat"	0.241378578296497
"1514"	"2"	"cat"	"WOOF"	"cat"	0.258557759461761
"2210"	"2"	"cat"	"MEOW"	"cat"	0.255748322403318
"3506"	"2"	"cat"	"MEOW"	"dog"	0.327520494771122
"4382"	"2"	"dog"	"MEOW"	"dog"	0.328840429873927
"182"	"2"	"dog"	"WOOF"	"dog"	0.398315239376102
"3638"	"2"	"dog"	"WOOF"	"cat"	0.41519212192493
"482"	"2"	"cat"	"MEOW"	"cat"	0.348390802240817
"4226"	"2"	"cat"	"MEOW"	"dog"	0.404528898284556
"74"	"2"	"cat"	"WOOF"	"cat"	0.355263521767516
"2486"	"2"	"dog"	"WOOF"	"dog"	0.656089063564316
"2474"	"2"	"cat"	"WOOF"	"cat"	0.207114369968859
"3710"	"2"	"dog"	"MEOW"	"dog"	0.287258244093606
"2942"	"2"	"dog"	"MEOW"	"dog"	0.798742808828008
"2462"	"2"	"dog"	"MEOW"	"dog"	0.275393052781186
"2090"	"2"	"cat"	"WOOF"	"cat"	0.224365826554882
"386"	"2"	"cat"	"MEOW"	"cat"	0.420566832110288
"1946"	"2"	"cat"	"WOOF"	"cat"	0.546844033510271
"530"	"2"	"cat"	"MEOW"	"cat"	0.280196632783586
"3674"	"2"	"cat"	"WOOF"	"cat"	0.25224131130544
"458"	"2"	"cat"	"WOOF"	"cat"	0.280237228529861
"4250"	"2"	"cat"	"WOOF"	"cat"	0.223808850833163
"1166"	"2"	"dog"	"MEOW"	"cat"	0.429126252644594
"5438"	"2"	"dog"	"MEOW"	"dog"	0.676075120619813
"2426"	"2"	"cat"	"WOOF"	"cat"	0.234806751201833
"3962"	"2"	"cat"	"WOOF"	"cat"	0.265756007412118
"4346"	"2"	"cat"	"WOOF"	"cat"	0.294188203121634
"2678"	"2"	"dog"	"WOOF"	"cat"	0.294669072242184
"4058"	"2"	"cat"	"WOOF"	"cat"	0.226052796334205
"1622"	"2"	"dog"	"WOOF"	"dog"	0.794401840580083
"1214"	"2"	"dog"	"MEOW"	"cat"	0.307663368352643
"4682"	"2"	"cat"	"WOOF"	"cat"	0.225867111861491
"2798"	"2"	"dog"	"MEOW"	"dog"	0.284546955173352
"3938"	"2"	"cat"	"MEOW"	"dog"	0.405261531874785
"5390"	"2"	"dog"	"MEOW"	"dog"	0.26345868067759
"4586"	"2"	"cat"	"WOOF"	"cat"	0.346619443414692
"2654"	"2"	"dog"	"MEOW"	"dog"	0.352165619484412
"62"	"2"	"dog"	"MEOW"	"dog"	0.393660088500067
"998"	"2"	"dog"	"WOOF"	"cat"	0.399628787047225
"5342"	"2"	"dog"	"MEOW"	"cat"	0.243382653226991
"242"	"2"	"cat"	"MEOW"	"dog"	0.248776689111305
"4166"	"2"	"dog"	"WOOF"	"dog"	0.341402110817097
"2234"	"2"	"cat"	"WOOF"	"cat"	0.230594230545542
"2594"	"2"	"cat"	"MEOW"	"cat"	0.382165189808873
"1706"	"2"	"cat"	"WOOF"	"cat"	0.220462271311978
"4982"	"2"	"dog"	"WOOF"	"cat"	0.23178510964342
"4610"	"2"	"cat"	"MEOW"	"cat"	0.294420099151556
"1010"	"2"	"cat"	"MEOW"	"dog"	0.373468769335532
"5498"	"2"	"cat"	"WOOF"	"dog"	0.456105326512453
"3950"	"2"	"dog"	"MEOW"	"dog"	0.289876039978467
"3818"	"2"	"cat"	"WOOF"	"cat"	0.260944731064489
"2138"	"2"	"cat"	"WOOF"	"cat"	0.26856594184548
"2810"	"2"	"cat"	"WOOF"	"cat"	0.235032061270785
"3326"	"2"	"dog"	"MEOW"	"dog"	0.285649487079064
"2330"	"2"	"cat"	"WOOF"	"cat"	0.414439239699175
"3902"	"2"	"dog"	"MEOW"	"dog"	0.224713707926414
"4430"	"2"	"dog"	"MEOW"	"dog"	0.480311272472898
"3302"	"2"	"dog"	"WOOF"	"dog"	0.302754449737665
"626"	"2"	"cat"	"MEOW"	"dog"	0.549174029302364
"4238"	"2"	"dog"	"MEOW"	"dog"	0.319883625437305
"1742"	"2"	"dog"	"MEOW"	"cat"	0.268654240307787
"4646"	"2"	"dog"	"WOOF"	"cat"	0.259060431250459
"2186"	"2"	"cat"	"WOOF"	"cat"	0.248162719446698
"4070"	"2"	"dog"	"WOOF"	"cat"	0.45792788537102
"1286"	"2"	"dog"	"WOOF"	"dog"	1.4932838633408
"5174"	"2"	"dog"	"WOOF"	"cat"	1.03220626482626
"3230"	"2"	"dog"	"MEOW"	"dog"	0.521970310334087
"2270"	"2"	"dog"	"MEOW"	"dog"	0.218906534900666
"3182"	"2"	"dog"	"MEOW"	"dog"	0.398315835302611
"3470"	"2"	"dog"	"MEOW"	"dog"	0.266387166478953
"1562"	"2"	"cat"	"WOOF"	"cat"	0.821351899475844
"3746"	"2"	"cat"	"MEOW"	"dog"	0.230481062619877
"1274"	"2"	"cat"	"WOOF"	"cat"	0.232747556084461
"1850"	"2"	"cat"	"WOOF"	"cat"	0.254580728225203
"3158"	"2"	"dog"	"WOOF"	"cat"	0.210222699939948
"4550"	"2"	"dog"	"WOOF"	"cat"	0.592044537327755
"3098"	"2"	"cat"	"WOOF"	"dog"	0.632243099081483
"4202"	"2"	"cat"	"WOOF"	"cat"	0.34667479699822
"266"	"2"	"cat"	"WOOF"	"cat"	0.218411772996071
"5114"	"2"	"cat"	"WOOF"	"cat"	0.270898216720311
"194"	"2"	"cat"	"MEOW"	"cat"	0.404864981176099
"3350"	"2"	"dog"	"WOOF"	"dog"	0.459357373158621
"2858"	"2"	"cat"	"WOOF"	"cat"	0.457174851021423
"1766"	"2"	"dog"	"WOOF"	"dog"	0.445651510089085
"1658"	"2"	"cat"	"WOOF"	"cat"	0.229379868770047
"962"	"2"	"cat"	"MEOW"	"cat"	0.273917680976559
"3242"	"2"	"cat"	"WOOF"	"dog"	0.612245671876987
"2006"	"2"	"dog"	"WOOF"	"dog"	0.286203614468233
"1058"	"2"	"cat"	"MEOW"	"cat"	0.825469004653767
"2978"	"2"	"cat"	"MEOW"	"dog"	0.25769852018341
"602"	"2"	"cat"	"WOOF"	"cat"	0.208426803663485
"5354"	"2"	"cat"	"WOOF"	"cat"	0.551321519474407
"3518"	"2"	"dog"	"MEOW"	"dog"	0.248547269349366
"3482"	"2"	"cat"	"WOOF"	"dog"	0.340829533467198
"122"	"2"	"cat"	"WOOF"	"cat"	0.488294412812056
"5234"	"2"	"cat"	"MEOW"	"dog"	0.351695876994337
"4898"	"2"	"cat"	"MEOW"	"cat"	0.293040423399838
"1694"	"2"	"dog"	"MEOW"	"cat"	0.236300964519472
"3530"	"2"	"cat"	"WOOF"	"cat"	0.63729452363083
"2438"	"2"	"dog"	"WOOF"	"dog"	0.331035676225452
"3578"	"2"	"cat"	"WOOF"	"dog"	0.340124260431645
"4394"	"2"	"cat"	"WOOF"	"cat"	0.488055048929389
"4214"	"2"	"dog"	"WOOF"	"cat"	0.381251993196444
"5102"	"2"	"dog"	"MEOW"	"dog"	0.210966941018018
"5066"	"2"	"cat"	"WOOF"	"cat"	0.304900736001584
"4490"	"2"	"cat"	"WOOF"	"cat"	0.298182597390925
"3110"	"2"	"dog"	"WOOF"	"cat"	0.360486913895741
"5402"	"2"	"cat"	"WOOF"	"cat"	0.214011537958772
"2162"	"2"	"cat"	"MEOW"	"dog"	0.431938984870715
